"pid","hid","age","sex","n.samples","wave","reporting.day","typical.day","n.contact.total","n.locations","n.loc.group","n.contact.0-4","n.contact.5-19","n.contact.20-39","n.contact.40-64","n.contact.65+","n.contact.touch","n.contact.0-4.touch","n.contact.5-19.touch","n.contact.20-39.touch","n.contact.40-64.touch","n.contact.65+.touch","n.contact.home","n.contact.school","n.contact.work","n.contact.other"
406,266,38,"M",3,"R4","Saturday","yes",14,4,"3",0,4,4,3,3,10,0,2,4,2,2,1,0,5,8
412,269,45,"M",4,"R4","Saturday","no",6,4,"3",0,2,2,2,0,3,0,2,0,1,0,5,0,0,3
1207,787,39,"M",3,"R4","Saturday","yes",7,6,"5",0,0,5,2,0,2,0,0,2,0,0,1,0,1,6
416,272,70,"F",4,"R4","Saturday","yes",22,7,"6+",0,0,16,5,1,1,0,0,0,1,0,6,0,0,16
1398,839,69,"M",2,"R4","Saturday","yes",8,3,"2",0,0,0,8,0,0,0,0,0,0,0,0,0,0,8
921,640,27,"F",3,"R4","Saturday","yes",4,3,"2",0,0,4,0,0,2,0,0,2,0,0,1,0,0,3
417,273,57,"F",4,"R4","Saturday","yes",3,3,"2",0,0,1,1,1,1,0,0,0,0,1,1,0,0,2
418,273,63,"M",4,"R4","Saturday","yes",7,6,"5",0,0,2,3,2,0,0,0,0,0,0,3,0,0,4
816,571,39,"F",4,"R4","Saturday","yes",9,7,"6+",1,1,5,1,1,3,1,1,0,1,0,3,0,0,9
1208,788,61,"M",2,"R4","Saturday","yes",1,1,"0",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
431,283,75,"M",4,"R4","Saturday","no",2,2,"1",0,1,0,0,1,2,0,1,0,0,1,1,0,0,1
432,284,15,"M",3,"R4","Saturday","no",2,3,"2",0,0,0,2,0,2,0,0,0,2,0,2,0,0,1
433,284,57,"F",4,"R4","Saturday","yes",6,6,"5",0,1,1,3,1,2,0,1,0,1,0,2,0,0,6
434,284,58,"M",3,"R4","Saturday","yes",11,4,"3",0,1,4,6,0,0,0,0,0,0,0,5,0,0,7
435,285,70,"F",4,"R4","Saturday","no",4,2,"1",0,0,1,2,1,0,0,0,0,0,0,0,0,0,4
1132,644,55,"F",3,"R4","Sunday","yes",2,2,"1",0,0,1,0,1,1,0,0,0,0,1,2,0,0,0
929,644,66,"M",4,"R4","Sunday","yes",1,2,"1",0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
1336,287,54,"M",2,"R4","Sunday","yes",7,2,"1",0,0,0,7,0,0,0,0,0,0,0,0,0,6,1
930,645,60,"F",4,"R4","Sunday","yes",4,3,"2",0,0,1,1,2,0,0,0,0,0,0,1,0,0,3
1385,289,10,"M",2,"R4","Sunday","yes",19,3,"2",0,15,17,17,0,19,0,7,7,5,0,4,0,0,17
442,289,49,"F",3,"R4","Sunday","yes",19,2,"1",0,16,17,16,0,17,0,8,5,4,0,4,0,0,17
869,289,54,"M",3,"R4","Sunday","yes",29,2,"1",0,1,20,20,18,4,0,0,1,1,2,0,0,20,9
1337,290,53,"F",2,"R4","Sunday",NA,2,1,"0",0,0,0,1,1,1,0,0,0,0,1,2,0,0,0
444,290,61,"M",3,"R4","Sunday","yes",3,1,"0",0,1,0,0,2,0,0,0,0,0,0,0,0,3,0
931,646,61,"M",3,"R4","Sunday","yes",9,4,"3",1,0,6,2,0,5,1,0,3,1,0,7,0,0,7
933,648,61,"F",4,"R4","Sunday","yes",11,1,"0",1,0,0,0,10,1,1,0,0,0,0,0,0,0,11
934,649,59,"M",4,"R4","Sunday","yes",3,2,"1",0,0,1,2,0,0,0,0,0,0,0,2,0,0,1
1424,294,53,"F",1,"R4","Sunday","yes",9,3,"2",0,0,2,7,0,0,0,0,0,0,0,3,0,0,6
450,294,54,"M",3,"R4","Sunday","yes",98,4,"3",0,0,78,98,92,12,0,0,4,7,1,0,0,0,98
935,650,70,"F",4,"R4","Sunday","yes",22,5,"4",1,2,0,12,13,4,1,2,0,0,1,1,0,0,21
454,297,77,"M",4,"R4","Sunday","yes",6,3,"2",0,0,5,0,1,1,0,0,0,0,1,1,0,0,5
455,298,62,"F",4,"R4","Sunday","no",3,2,"1",0,0,2,1,0,0,0,0,0,0,0,1,0,0,2
1425,299,28,"M",1,"R4","Sunday","yes",5,3,"2",0,0,3,2,0,1,0,0,1,0,0,2,0,0,3
1259,299,59,"F",3,"R4","Sunday","yes",16,4,"3",0,0,1,15,10,2,0,0,1,1,0,2,0,0,14
456,299,56,"M",3,"R4","Sunday","yes",5,2,"1",0,0,2,2,1,4,0,0,2,1,1,3,0,0,2
457,300,19,"M",3,"R4","Sunday","no",9,4,"3",0,1,6,2,0,4,0,1,3,0,0,2,0,0,7
459,300,48,"F",4,"R4","Sunday","yes",5,2,"1",0,1,1,3,0,1,0,0,0,1,0,3,0,0,4
460,300,53,"M",4,"R4","Sunday","yes",2,3,"2",0,0,1,1,0,0,0,0,0,0,0,2,0,0,1
1137,654,33,"F",3,"R4","Sunday","no",13,5,"4",0,0,4,9,0,1,0,0,1,0,0,1,0,0,13
465,305,47,"M",4,"R4","Sunday","no",7,5,"4",0,0,5,2,0,3,0,0,1,2,0,1,0,0,6
466,306,49,"F",4,"R4","Sunday","no",9,2,"1",0,5,1,5,2,3,0,1,1,1,0,9,0,0,5
467,307,29,"M",4,"R4","Sunday","yes",3,1,"0",0,1,2,0,0,1,0,1,0,0,0,3,0,0,0
1086,310,20,"M",3,"R4","Sunday","yes",3,1,"0",0,0,1,2,0,3,0,0,1,2,0,3,0,0,0
471,310,60,"F",4,"R4","Sunday","yes",3,1,"0",0,0,2,1,0,3,0,0,2,1,0,3,0,0,0
486,320,51,"F",4,"R4","Sunday","yes",8,3,"2",0,3,1,3,1,2,0,0,1,0,1,3,0,0,6
487,320,59,"M",3,"R4","Sunday","no",20,2,"1",0,1,1,18,16,18,0,1,0,14,3,3,0,0,17
488,321,76,"F",4,"R4","Monday","yes",11,4,"3",0,0,1,1,9,7,0,0,1,0,6,2,0,0,9
1155,325,10,"M",3,"R4","Monday","yes",9,2,"1",0,5,2,2,0,3,0,0,1,2,0,8,1,0,0
494,325,23,"M",4,"R4","Monday","no",5,2,"1",0,1,2,2,0,2,0,1,1,0,0,3,0,0,2
1156,325,48,"F",3,"R4","Monday","yes",310,2,"1",0,301,301,308,300,232,0,12,38,101,81,3,0,307,0
1157,325,52,"M",2,"R4","Monday","yes",25,4,"3",0,1,21,3,0,1,0,0,0,1,0,3,0,20,2
495,326,59,"F",3,"R4","Monday","yes",9,2,"1",0,0,0,0,9,1,0,0,0,0,1,1,0,0,8
1219,794,46,"F",3,"R4","Monday","yes",8,3,"2",0,1,0,7,0,6,0,1,0,5,0,2,0,7,0
946,658,61,"M",3,"R4","Monday","no",14,9,"6+",0,0,3,10,1,4,0,0,0,4,0,3,0,0,11
1159,330,29,"M",2,"R4","Monday","yes",7,2,"1",0,0,5,2,0,2,0,0,0,2,0,2,0,5,0
501,330,64,"F",3,"R4","Monday","yes",16,6,"5",0,0,8,9,12,1,0,0,1,0,0,2,0,0,14
502,330,63,"M",3,"R4","Monday","yes",3,2,"1",0,0,1,2,0,0,0,0,0,0,0,2,0,0,1
948,660,38,"F",4,"R4","Monday","no",5,3,"2",0,0,1,4,0,1,0,0,0,1,0,1,0,0,4
949,661,37,"F",4,"R4","Monday","yes",2,2,"1",0,0,1,1,0,2,0,0,1,1,0,2,0,0,1
1394,335,31,"M",2,"R4","Monday","yes",13,2,"1",0,0,12,11,0,5,0,0,2,3,0,3,0,10,0
509,335,56,"F",4,"R4","Monday","yes",11,3,"2",1,0,2,8,0,1,1,0,0,0,0,3,0,7,1
951,663,69,"F",4,"R4","Monday","yes",10,4,"3",0,0,1,8,9,0,0,0,0,0,0,1,0,0,10
1353,663,73,"M",2,"R4","Monday","yes",7,3,"2",0,0,6,6,7,1,0,0,0,0,1,1,0,0,7
513,337,20,"F",3,"R4","Monday","yes",11,5,"4",0,5,3,8,0,9,0,4,2,3,0,3,0,5,3
514,338,55,"F",4,"R4","Monday","yes",4,2,"1",0,0,3,1,0,2,0,0,1,1,0,2,0,0,2
515,338,61,"M",4,"R4","Monday","yes",4,2,"1",0,0,3,3,0,1,0,0,0,1,0,2,0,0,2
516,339,67,"F",4,"R4","Monday","yes",8,5,"4",0,0,0,3,5,2,0,0,0,0,2,1,0,0,7
819,574,64,"M",4,"R4","Monday","yes",12,7,"6+",1,0,8,5,0,7,1,0,5,1,0,3,0,0,10
820,575,54,"F",4,"R4","Monday","yes",28,9,"6+",0,10,21,24,10,3,0,0,1,2,0,2,0,0,27
1326,575,58,"M",2,"R4","Monday","no",16,7,"6+",0,7,14,9,0,1,0,0,0,1,0,2,0,0,15
953,665,50,"F",4,"R4","Monday","yes",3,2,"1",0,0,1,2,0,2,0,0,1,1,0,2,0,0,1
954,666,83,"M",4,"R4","Monday","yes",1,1,"0",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1225,798,66,"M",3,"R4","Monday","yes",2,1,"0",0,1,0,1,0,1,0,1,0,0,0,2,0,0,0
523,344,47,"F",4,"R4","Monday","yes",14,3,"2",0,0,9,14,0,6,0,0,1,5,0,0,0,12,4
1426,345,20,"F",1,"R4","Monday","yes",7,3,"2",0,0,5,2,0,1,0,0,1,0,0,2,0,0,5
524,345,56,"M",4,"R4","Monday","no",5,4,"3",0,1,2,2,0,1,0,0,0,1,0,2,0,0,4
525,345,58,"F",4,"R4","Monday","yes",4,4,"3",0,0,1,3,0,1,0,0,0,1,0,2,0,0,3
527,347,66,"M",4,"R4","Monday","yes",2,1,"0",1,0,0,0,1,1,1,0,0,0,0,2,0,0,0
528,348,32,"F",4,"R4","Monday","no",3,1,"0",1,0,2,0,0,2,1,0,1,0,0,3,0,0,0
957,669,38,"F",4,"R4","Monday","yes",8,3,"2",0,1,5,7,0,5,0,1,2,2,0,2,0,5,1
529,349,25,"F",2,"R4","Monday","yes",18,4,"3",0,1,15,13,0,6,0,1,3,2,0,5,11,0,2
532,351,26,"M",2,"R4","Monday","no",10,3,"2",0,0,8,2,0,3,0,0,3,0,0,2,0,0,8
1280,351,49,"F",2,"R4","Monday","no",4,1,"0",0,0,2,1,1,0,0,0,0,0,0,4,0,0,0
1281,351,60,"M",2,"R4","Monday","no",5,2,"1",0,0,3,1,1,1,0,0,0,0,1,4,0,0,2
535,353,44,"F",3,"R4","Monday","yes",9,2,"1",0,0,8,1,0,1,0,0,0,1,0,1,0,8,0
1321,354,40,"M",2,"R4","Monday","yes",28,4,"3",1,0,23,23,1,3,1,0,1,1,0,3,0,20,5
536,354,62,"M",3,"R4","Monday","yes",5,3,"2",1,0,1,1,2,2,1,0,0,1,0,3,0,0,2
537,354,63,"F",4,"R4","Monday","yes",3,1,"0",1,0,0,2,0,2,1,0,0,1,0,3,0,0,0
539,355,53,"F",4,"R4","Monday","no",8,3,"2",0,1,6,1,0,2,0,1,0,1,0,2,0,2,4
540,356,15,"F",4,"R4","Tuesday","no",1,1,"0",0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
541,356,44,"F",3,"R4","Tuesday","yes",21,5,"4",0,11,13,17,10,1,0,1,0,0,0,4,0,14,3
961,672,68,"M",4,"R4","Tuesday","yes",6,4,"3",0,0,2,3,1,3,0,0,0,3,0,1,0,0,5
963,674,64,"F",4,"R4","Tuesday","yes",0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,357,50,"M",2,"R4","Tuesday","no",92,4,"3",0,0,90,91,0,35,0,0,10,25,0,0,0,0,92
543,358,23,"M",4,"R4","Tuesday","no",6,2,"1",0,0,3,3,0,4,0,0,2,2,0,3,0,3,0
544,358,43,"F",2,"R4","Tuesday","yes",3,1,"0",0,0,2,1,0,0,0,0,0,0,0,3,0,0,0
1160,359,43,"F",3,"R4","Tuesday","yes",14,7,"6+",0,0,10,9,1,3,0,0,0,3,0,4,0,1,10
546,359,69,"F",4,"R4","Tuesday","yes",2,2,"1",0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
547,360,64,"F",3,"R4","Tuesday","yes",5,2,"1",0,1,0,3,1,3,0,1,0,2,0,5,0,0,0
1227,800,53,"F",3,"R4","Tuesday","yes",3,2,"1",0,0,2,1,0,0,0,0,0,0,0,0,1,0,2
1369,800,56,"M",2,"R4","Tuesday","yes",1,1,"0",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
549,362,85,"F",4,"R4","Tuesday","yes",2,2,"1",0,0,0,0,2,0,0,0,0,0,0,0,0,1,1
550,363,50,"F",3,"R4","Tuesday","yes",8,7,"6+",0,0,4,6,0,2,0,0,1,1,0,0,0,0,8
873,363,59,"M",3,"R4","Tuesday","yes",17,4,"3",0,0,11,16,0,0,0,0,0,0,0,0,0,7,10
555,366,62,"M",4,"R4","Tuesday","yes",5,3,"2",0,0,3,1,3,0,0,0,0,0,0,0,0,0,5
556,367,70,"M",4,"R4","Tuesday","yes",53,8,"6+",0,0,43,24,24,0,0,0,0,0,0,1,0,18,34
560,370,74,"F",4,"R4","Tuesday","yes",6,2,"1",0,0,1,0,5,0,0,0,0,0,0,0,0,0,6
1401,841,65,"F",2,"R4","Tuesday","yes",6,3,"2",2,0,1,0,3,3,2,0,1,0,0,5,0,0,1
563,373,40,"M",3,"R4","Tuesday","yes",11,2,"1",1,1,3,4,2,10,1,1,3,3,2,5,0,6,0
567,375,49,"F",4,"R4","Tuesday","yes",37,3,"2",0,20,34,36,20,29,0,3,9,10,7,1,0,33,3
1350,377,13,"M",2,"R4","Tuesday","yes",4,2,"1",0,0,2,1,1,2,0,0,1,1,0,3,0,0,1
874,377,20,"F",4,"R4","Tuesday","yes",5,3,"2",0,1,2,1,1,2,0,1,0,1,0,3,0,0,2
569,377,48,"F",4,"R4","Tuesday","yes",8,5,"4",0,1,4,2,1,6,0,1,2,2,1,3,0,0,5
969,680,65,"M",4,"R4","Tuesday","no",3,1,"0",0,0,3,0,3,0,0,0,0,0,0,3,0,0,0
571,378,85,"F",3,"R4","Tuesday","yes",15,3,"2",0,0,0,1,14,2,0,0,0,1,1,0,0,0,15
572,379,43,"F",3,"R4","Tuesday","yes",5,1,"0",0,3,1,1,0,4,0,3,0,1,0,5,0,0,0
1357,681,23,"F",2,"R4","Wednesday","yes",6,2,"1",0,0,4,2,0,3,0,0,1,2,0,3,0,3,0
971,681,48,"F",4,"R4","Wednesday","yes",6,3,"2",1,0,2,3,0,4,1,0,2,1,0,4,0,0,2
1427,682,20,"M",1,"R4","Wednesday","yes",17,8,"6+",0,2,13,2,0,9,0,2,7,0,0,1,0,0,16
972,682,52,"M",4,"R4","Wednesday","yes",6,5,"4",0,0,3,3,0,0,0,0,0,0,0,2,0,0,5
1358,682,54,"F",2,"R4","Wednesday",NA,13,5,"4",0,1,3,9,0,1,0,1,0,0,0,1,0,4,9
974,683,65,"F",4,"R4","Wednesday","no",5,1,"0",0,0,1,4,0,0,0,0,0,0,0,0,0,0,5
573,380,53,"F",3,"R4","Wednesday","no",14,5,"4",0,0,9,11,0,0,0,0,0,0,0,1,0,12,1
576,382,60,"F",4,"R4","Wednesday","yes",7,3,"2",0,0,2,4,1,0,0,0,0,0,0,3,0,0,5
577,383,50,"F",4,"R4","Wednesday","yes",14,5,"4",0,2,9,2,1,7,0,2,3,1,1,5,0,0,11
582,388,67,"F",4,"R4","Wednesday","yes",3,3,"2",0,0,1,1,1,0,0,0,0,0,0,1,0,1,1
1428,684,23,"F",1,"R4","Wednesday","yes",25,6,"5",0,0,23,17,0,11,0,0,13,1,0,1,0,20,9
975,684,61,"F",4,"R4","Wednesday","yes",6,4,"3",0,0,1,4,1,2,0,0,0,1,1,1,0,2,3
1229,802,64,"F",3,"R4","Wednesday","yes",8,3,"2",0,0,0,5,3,4,0,0,0,3,1,0,0,0,8
1089,392,64,"F",3,"R4","Wednesday","yes",1,1,"0",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
586,392,69,"M",4,"R4","Wednesday","yes",1,1,"0",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1292,830,31,"M",3,"R4","Wednesday","yes",8,3,"2",0,0,4,6,0,1,0,0,0,1,0,3,0,4,1
1230,803,51,"F",3,"R4","Wednesday","no",13,4,"3",0,1,7,12,0,1,0,1,0,0,0,1,0,4,8
588,394,46,"F",4,"R4","Wednesday","no",11,4,"3",0,2,6,3,0,3,0,2,0,1,0,6,0,0,5
978,687,69,"F",4,"R4","Wednesday","yes",7,3,"2",0,0,2,0,5,0,0,0,0,0,0,0,0,2,5
589,395,59,"M",4,"R4","Wednesday","yes",16,7,"6+",0,0,6,11,1,9,0,0,4,5,0,3,0,9,4
1101,396,62,"F",3,"R4","Wednesday","no",3,3,"2",0,0,0,0,3,0,0,0,0,0,0,1,0,0,2
590,396,66,"M",3,"R4","Wednesday","yes",4,3,"2",0,0,3,1,0,0,0,0,0,0,0,1,0,2,1
1232,805,32,"M",2,"R4","Wednesday","yes",12,2,"1",0,0,10,12,0,0,0,0,0,0,0,2,0,10,0
1139,689,51,"F",3,"R4","Wednesday","yes",20,5,"4",0,1,1,18,8,5,0,1,0,4,0,2,0,10,8
981,690,64,"M",4,"R4","Wednesday","no",10,3,"2",0,0,0,8,9,5,0,0,0,2,3,1,0,0,9
1140,690,66,"F",3,"R4","Wednesday","yes",14,4,"3",0,0,2,7,7,2,0,0,0,1,1,1,0,0,13
983,691,68,"F",4,"R4","Wednesday","yes",5,3,"2",0,0,1,2,2,1,0,0,0,0,1,2,0,0,3
986,692,47,"M",4,"R4","Wednesday","no",19,5,"4",10,11,14,16,10,3,0,1,1,1,0,12,0,0,7
987,693,61,"F",4,"R4","Thursday","yes",1,1,"0",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
592,398,48,"F",3,"R4","Thursday","yes",5,4,"3",0,0,1,3,1,0,0,0,0,0,0,2,0,0,4
593,398,56,"F",4,"R4","Thursday","yes",9,5,"4",0,0,0,8,1,4,0,0,0,3,1,2,0,0,8
594,399,59,"F",4,"R4","Thursday","yes",2,1,"0",0,0,1,1,0,0,0,0,0,0,0,2,0,0,0
990,696,27,"F",4,"R4","Thursday","yes",11,4,"3",0,0,2,9,0,4,0,0,1,3,0,1,0,6,5
595,400,65,"M",3,"R4","Thursday","yes",5,2,"1",0,0,0,5,0,0,0,0,0,0,0,1,0,4,0
822,577,64,"M",4,"R4","Thursday","no",6,2,"1",0,0,4,2,0,3,0,0,2,1,0,0,0,0,6
823,578,59,"F",4,"R4","Thursday","yes",1,1,"0",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1142,700,21,"F",3,"R4","Thursday","yes",3,1,"0",0,0,1,1,1,1,0,0,0,1,0,3,0,0,0
1360,700,34,"M",2,"R4","Thursday","yes",6,2,"1",0,0,2,3,1,2,0,0,1,1,0,3,0,0,3
994,700,63,"F",4,"R4","Thursday","yes",9,3,"2",0,0,6,2,1,2,0,0,1,0,1,4,0,0,5
995,700,68,"M",4,"R4","Thursday","yes",6,4,"3",0,0,4,1,1,2,0,0,0,1,1,3,0,0,3
1001,705,51,"M",4,"R4","Thursday","no",7,5,"4",0,0,6,1,0,4,0,0,3,1,0,0,0,3,4
1236,809,65,"M",3,"R4","Thursday","yes",3,2,"1",0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
1074,406,12,"M",2,"R4","Thursday","yes",7,2,"1",0,6,0,1,0,7,0,6,0,1,0,2,0,0,5
602,406,45,"M",4,"R4","Thursday","yes",10,3,"2",0,2,0,8,0,0,0,0,0,0,0,2,0,5,3
826,581,54,"F",4,"R4","Thursday","yes",4,3,"2",0,0,1,3,0,0,0,0,0,0,0,0,0,0,4
828,582,78,"M",3,"R4","Thursday","yes",2,2,"1",0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
1237,810,70,"F",3,"R4","Thursday","yes",1,1,"0",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
829,583,63,"F",4,"R4","Thursday","yes",4,2,"1",1,0,2,1,0,2,1,0,0,1,0,2,0,0,2
830,584,62,"F",4,"R4","Thursday","yes",16,7,"6+",0,1,4,10,3,8,0,0,2,6,0,1,0,5,10
603,407,57,"F",4,"R4","Thursday","yes",11,3,"2",0,0,7,9,0,1,0,0,0,1,0,3,0,5,3
605,408,57,"F",3,"R4","Thursday","no",8,5,"4",0,0,5,6,0,1,0,0,1,0,0,2,0,0,6
1429,811,23,"F",1,"R4","Thursday","no",15,3,"2",0,0,6,9,0,2,0,0,0,2,0,2,0,11,2
1238,811,55,"F",3,"R4","Thursday","yes",6,2,"1",0,0,1,5,0,2,0,0,1,1,0,2,0,0,4
1005,709,32,"M",3,"R4","Thursday","yes",9,3,"2",0,0,8,0,1,3,0,0,2,0,1,1,0,7,1
607,410,58,"M",4,"R4","Thursday","yes",13,4,"3",0,1,7,9,3,1,0,0,0,1,0,2,0,4,7
1010,713,50,"F",4,"R4","Friday","yes",19,6,"5",0,1,12,17,0,5,0,1,0,4,0,2,0,6,13
1011,714,54,"M",4,"R4","Friday","no",79,5,"4",0,0,74,79,50,19,0,0,5,14,0,1,0,69,9
1164,412,38,"F",3,"R4","Friday","no",1,1,"0",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
610,412,65,"F",4,"R4","Friday","yes",6,3,"2",0,0,3,0,3,3,0,0,0,0,3,1,0,0,5
612,414,59,"M",4,"R4","Friday","yes",5,2,"1",0,0,2,3,0,1,0,0,0,1,0,3,0,2,0
615,417,67,"F",4,"R4","Friday","no",23,5,"4",0,0,14,18,11,2,0,0,0,1,1,1,0,0,22
1298,835,51,"F",3,"R4","Friday","yes",3,1,"0",0,0,2,1,0,3,0,0,2,1,0,3,0,0,0
1299,835,53,"M",3,"R4","Friday","yes",3,1,"0",0,0,2,1,0,1,0,0,0,1,0,3,0,0,0
617,419,47,"F",4,"R4","Friday","no",14,4,"3",0,0,12,6,0,2,0,0,2,0,0,1,0,8,5
1395,420,13,"M",2,"R4","Friday","yes",9,2,"1",0,6,1,2,0,9,0,6,1,2,0,2,0,0,7
618,420,46,"M",3,"R4","Friday","yes",6,4,"3",0,1,1,4,0,2,0,1,0,1,0,2,0,3,2
1165,420,49,"F",3,"R4","Friday","yes",7,2,"1",0,1,5,1,0,2,0,1,0,1,0,2,0,0,5
619,421,49,"M",4,"R4","Friday","no",10,2,"1",0,0,0,10,0,6,0,0,0,6,0,10,0,10,0
620,422,28,"M",3,"R4","Friday","yes",1,1,"0",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
621,422,33,"F",2,"R4","Friday","no",6,3,"2",0,0,3,3,0,2,0,0,2,0,0,2,0,2,2
622,422,54,"F",3,"R4","Friday","yes",7,5,"4",0,0,2,5,0,0,0,0,0,0,0,2,0,2,5
623,422,58,"M",2,"R4","Friday","yes",4,3,"2",0,0,1,3,0,0,0,0,0,0,0,2,0,2,1
624,423,12,"M",4,"R4","Friday",NA,6,3,"2",0,2,0,4,0,5,0,2,0,3,0,5,0,0,2
625,423,54,"F",4,"R4","Friday","no",12,11,"6+",0,3,5,3,1,10,0,3,3,3,1,6,0,0,8
1096,423,55,"M",2,"R4","Friday","yes",17,3,"2",0,1,10,16,0,2,0,1,0,1,0,2,0,11,4
630,427,44,"M",4,"R4","Friday","no",12,3,"2",1,1,4,4,2,4,1,1,1,0,1,6,0,5,1
631,428,67,"F",3,"R4","Friday","yes",8,4,"3",0,0,3,4,1,3,0,0,3,0,0,4,0,0,4
834,588,53,"M",3,"R4","Saturday","yes",3,3,"2",0,0,2,1,0,1,0,0,0,1,0,1,0,2,1
1403,843,61,"M",2,"R4","Saturday","yes",7,5,"4",0,0,2,4,1,2,0,0,0,1,1,2,0,0,5
1239,812,77,"F",2,"R4","Saturday","no",2,1,"0",0,2,0,0,0,2,0,2,0,0,0,2,0,0,0
645,441,67,"F",4,"R4","Saturday","yes",2,2,"1",0,0,0,1,1,0,0,0,0,0,0,2,0,0,0
837,590,62,"M",2,"R4","Saturday","yes",6,6,"5",0,0,2,3,1,2,0,0,0,1,1,0,0,0,6
1327,442,NA,"M",2,"R4","Saturday","no",4,3,"2",0,0,0,4,0,1,0,0,0,1,0,1,0,4,1
646,442,47,"F",4,"R4","Saturday","yes",13,5,"4",0,0,9,12,8,0,0,0,0,0,0,1,10,0,5
1262,723,61,"F",3,"R4","Saturday","yes",13,6,"5",0,0,3,8,2,10,0,0,2,7,1,2,0,0,12
1021,723,70,"M",4,"R4","Saturday","yes",9,4,"3",0,1,2,5,1,8,0,0,2,5,1,2,0,0,8
648,444,12,"F",3,"R4","Saturday",NA,3,1,"0",1,0,1,1,0,2,1,0,1,0,0,3,0,0,0
649,444,25,"F",3,"R4","Saturday","yes",3,1,"0",1,1,0,1,0,3,1,1,0,1,0,3,0,0,0
650,444,48,"M",4,"R4","Saturday","yes",7,2,"1",1,1,1,4,0,3,1,1,1,0,0,3,0,3,2
654,446,52,"M",3,"R4","Saturday","yes",11,3,"2",0,0,3,8,0,2,0,0,0,2,0,3,0,8,0
1023,725,50,"F",4,"R4","Saturday","no",24,7,"6+",0,1,9,12,2,7,0,0,1,4,2,2,0,0,24
838,591,52,"F",4,"R4","Saturday","no",8,3,"2",0,0,8,5,0,0,0,0,0,0,0,1,0,0,7
666,454,52,"F",3,"R4","Saturday","yes",70,4,"3",0,9,6,17,50,8,0,0,0,0,8,2,0,55,13
669,456,65,"M",2,"R4","Saturday","yes",8,4,"3",0,0,0,8,5,1,0,0,0,1,0,1,0,1,6
672,458,80,"M",2,"R4","Saturday","yes",7,4,"3",0,0,3,5,2,2,0,0,0,1,1,2,0,0,5
673,459,51,"F",4,"R4","Saturday","no",12,9,"6+",0,2,8,4,0,6,0,2,2,2,0,3,0,0,9
1123,463,29,"M",3,"R4","Saturday","yes",5,5,"4",1,0,2,0,2,2,1,0,1,0,0,4,0,0,3
679,463,69,"M",4,"R4","Saturday","yes",2,3,"2",1,0,0,0,1,2,1,0,0,0,1,2,0,0,0
1124,463,25,"F",3,"R4","Saturday","yes",4,3,"2",1,0,1,0,2,2,1,0,1,0,0,4,0,0,0
688,468,79,"M",4,"R4","Saturday","yes",1,1,"0",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
689,469,66,"F",4,"R4","Saturday","yes",9,4,"3",0,2,3,6,0,1,0,1,0,0,0,4,0,0,5
1028,730,9,"M",4,"R4","Sunday","yes",7,2,"1",0,5,2,0,0,3,0,1,2,0,0,2,0,0,5
1029,730,32,"F",4,"R4","Sunday","yes",2,1,"0",0,1,1,0,0,2,0,1,1,0,0,2,0,0,0
691,471,61,"F",4,"R4","Sunday","no",17,4,"3",0,0,5,14,0,3,0,0,0,3,0,1,0,13,4
695,475,48,"F",4,"R4","Sunday","no",10,8,"6+",0,2,4,4,0,7,0,2,3,2,0,3,3,0,6
697,477,83,"M",4,"R4","Sunday","yes",3,2,"1",0,0,0,3,0,0,0,0,0,0,0,1,0,0,2
700,478,49,"F",4,"R4","Sunday","yes",10,4,"3",0,2,1,7,0,1,0,0,0,1,0,3,0,0,8
701,478,50,"M",4,"R4","Sunday","no",19,3,"2",0,1,9,9,0,5,0,1,2,2,0,2,0,17,1
707,484,64,"F",4,"R4","Sunday","no",28,6,"5",0,5,26,4,1,2,0,1,0,1,0,0,0,0,28
709,485,65,"F",3,"R4","Sunday","no",7,3,"2",0,0,3,4,4,0,0,0,0,0,0,0,0,0,7
1244,816,56,"F",3,"R4","Sunday","yes",3,1,"0",0,0,2,1,0,0,0,0,0,0,0,3,0,0,0
1283,488,12,"M",3,"R4","Sunday","no",11,11,"6+",0,1,4,6,0,6,0,1,0,5,0,3,0,0,11
1284,488,18,"M",3,"R4","Sunday","no",21,11,"6+",0,2,15,6,0,10,0,2,4,4,0,4,0,0,20
